track_name,track_id,track_uri,artist_name,album_name,album_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature,popularity,release_date
We'll Be Coming Back (feat. Example),7B1Dl3tXqySkB8OPEwVvSu,spotify:track:7B1Dl3tXqySkB8OPEwVvSu,Calvin Harris,18 Months,spotify:album:7w19PFbxAjwZ7UVNp9z0uT,0.596,0.952,7,-4.364,1,0.0873,0.00131,0.0,0.598,0.571,127.945,spotify:track:7B1Dl3tXqySkB8OPEwVvSu,234360,4,59,2012-10
Memories - Radio Edit,7DcY0SUvSIcIjHeSGhTXDk,spotify:track:7DcY0SUvSIcIjHeSGhTXDk,KSHMR,Memories,spotify:album:18sHL4pCeagFq46Bd9H1uI,0.521,0.728,8,-5.005,0,0.0501,0.0352,1.53e-05,0.783,0.32,128.07,spotify:track:7DcY0SUvSIcIjHeSGhTXDk,185639,4,0,2015-09
Waiting for Love,3gHH1Ba4zVV84lqX4J8WwT,spotify:track:3gHH1Ba4zVV84lqX4J8WwT,Avicii,EDM 2015,spotify:album:5x1yA59JaLrIx5Mxmya6Ku,0.589,0.688,6,-5.563,0,0.0504,0.307,0.0,0.374,0.621,128.035,spotify:track:3gHH1Ba4zVV84lqX4J8WwT,228850,4,0,2015-10
Everyday,4EAV2cKiqKP5UPZmY6dejk,spotify:track:4EAV2cKiqKP5UPZmY6dejk,Logic,Bobby Tarantino II,spotify:album:4F87p1aiFwHeU4uu65MaPV,0.667,0.741,1,-4.099,1,0.0378,0.0425,0.0,0.0761,0.422,149.908,spotify:track:4EAV2cKiqKP5UPZmY6dejk,204746,4,60,2018-03
Panini,1000nHvUdawXuUHgBod4Wv,spotify:track:1000nHvUdawXuUHgBod4Wv,Lil Nas X,Panini,spotify:album:71BrrQxz8mZAneNSDE9Lov,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,spotify:track:1000nHvUdawXuUHgBod4Wv,114893,4,62,2019-09
"Baby, I Love Your Way",1Rvl8qsKJurfFTyWLBI9ib,spotify:track:1Rvl8qsKJurfFTyWLBI9ib,Big Mountain,The Best of Big Mountain,spotify:album:4QHFXQLRwZx5122InHluo5,0.651,0.747,1,-7.269,0,0.0699,0.0528,0.0,0.207,0.776,147.518,spotify:track:1Rvl8qsKJurfFTyWLBI9ib,249520,4,66,1999-01
Riptide,7yq4Qj7cqayVTp3FF9CWbm,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Dream Your Life Away,spotify:album:6rIbiUMmZJfqJRnXhVxFvg,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,204280,4,77,2014-09
Lose Control,7CHi4DtfK4heMlQaudCuHK,spotify:track:7CHi4DtfK4heMlQaudCuHK,MEDUZA,Lose Control,spotify:album:1qSOaTvsCOyFJya3v1UzkP,0.598,0.527,10,-8.659,0,0.0415,0.129,0.0,0.14,0.53,123.943,spotify:track:7CHi4DtfK4heMlQaudCuHK,168387,4,68,2019-10
Losing My Mind - Mandal & Forbes Remix,0rkVQ8MzzfX40xtNkC6hjA,spotify:track:0rkVQ8MzzfX40xtNkC6hjA,Philip George,Losing My Mind (Mandal & Forbes Remix),spotify:album:5SUJGeUQD32tzJRfgikYHR,0.758,0.749,10,-5.663,0,0.057,0.0105,0.00558,0.0422,0.887,121.975,spotify:track:0rkVQ8MzzfX40xtNkC6hjA,268524,4,39,2018-05
Dance Monkey,2XU0oxnq2qxCpomAAuJY8K,spotify:track:2XU0oxnq2qxCpomAAuJY8K,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,spotify:album:0UywfDKYlyiu1b38DRrzYD,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,spotify:track:2XU0oxnq2qxCpomAAuJY8K,209438,4,71,2019-10
My Lover - T. Matthias Remix,13MIXTbHQkJALiI5ybZryD,spotify:track:13MIXTbHQkJALiI5ybZryD,Not3s,My Lover (The Remixes),spotify:album:605VTMi7Xu0WIj6eb09dM6,0.686,0.646,6,-7.237,0,0.397,0.645,8.97e-06,0.0902,0.464,124.035,spotify:track:13MIXTbHQkJALiI5ybZryD,234213,4,23,2018-02
The Jam,3eEStD7Va1vlaN5NBEbQmf,spotify:track:3eEStD7Va1vlaN5NBEbQmf,Kideko,The Jam,spotify:album:6wpCBPI0iVsZFycthRIXSH,0.68,0.941,0,-8.093,1,0.0532,0.000817,0.621,0.0852,0.341,124.035,spotify:track:3eEStD7Va1vlaN5NBEbQmf,192200,4,40,2015-08
Cola - Robin Schulz Remix,7hhpH9L5L6jBTimrATV7fS,spotify:track:7hhpH9L5L6jBTimrATV7fS,CamelPhat,Cola (Robin Schulz Remix),spotify:album:3RZLdHadurZ57N1qAHV60V,0.706,0.847,10,-4.405,0,0.0709,0.106,0.0888,0.137,0.592,124.906,spotify:track:7hhpH9L5L6jBTimrATV7fS,195784,4,44,2017-12
This Girl (Kungs Vs. Cookin' On 3 Burners),1A8j067qyiNwQnZT0bzUpZ,spotify:track:1A8j067qyiNwQnZT0bzUpZ,Kungs,Layers,spotify:album:66KCBRiOFSs9bki2A15WlB,0.793,0.717,0,-4.759,0,0.0393,0.0927,3.6e-05,0.226,0.466,121.985,spotify:track:1A8j067qyiNwQnZT0bzUpZ,195546,4,76,2016-11
Panic Room,3MkuFR7t25mu7Iscp6GGiV,spotify:track:3MkuFR7t25mu7Iscp6GGiV,Au/Ra,Panic Room,spotify:album:0I1FZLxw8XWEwQMLMAlTkp,0.577,0.883,10,-6.423,1,0.0298,0.0259,0.0706,0.118,0.255,122.987,spotify:track:3MkuFR7t25mu7Iscp6GGiV,214482,4,53,2018-07
Sunshine Reggae,0z0JSkE5Nw3i3nin3BBSuG,spotify:track:0z0JSkE5Nw3i3nin3BBSuG,Laid Back,Good Vibes - The Very Best of Laid Back,spotify:album:2PTte9WD2NqJzmbqNaDpa1,0.704,0.79,8,-5.756,1,0.0432,0.101,0.00657,0.0769,0.933,167.816,spotify:track:0z0JSkE5Nw3i3nin3BBSuG,257666,4,62,2008-10
Never Go Back - Robin Schulz Remix,6vRCKJDtnrJEcyyzIMa0w0,spotify:track:6vRCKJDtnrJEcyyzIMa0w0,Dennis Lloyd,Never Go Back (Remixes),spotify:album:4GxEU2Ff0UjkBPJRguxz5Q,0.655,0.713,9,-6.293,0,0.0501,0.338,0.0,0.0971,0.61,94.05,spotify:track:6vRCKJDtnrJEcyyzIMa0w0,184652,4,52,2019-06
4 Life - Habstrakt Remix,1l2eQn01P3AsH7DtmBquY6,spotify:track:1l2eQn01P3AsH7DtmBquY6,DJ Snake,4 Life (Habstrakt Remix),spotify:album:3rs807YnV1HBj5OiMfooTR,0.724,0.958,2,-0.51,1,0.143,0.00701,6.73e-05,0.143,0.18,130.03,spotify:track:1l2eQn01P3AsH7DtmBquY6,210461,4,22,2017-03
Don't Make Me Wait (with Shaggy),2O1mWcHL30SxpFVpyNi4De,spotify:track:2O1mWcHL30SxpFVpyNi4De,Sting,44/876 (Deluxe),spotify:album:1CoVw7saic0ozYSDTeQ26l,0.804,0.624,4,-8.597,0,0.142,0.0569,0.0,0.253,0.339,89.004,spotify:track:2O1mWcHL30SxpFVpyNi4De,215053,4,47,2018-04
Waiting All Night (feat. Ella Eyre),1uWTlK72KKpzsCHhu62OV5,spotify:track:1uWTlK72KKpzsCHhu62OV5,Rudimental,Home (Deluxe Edition),spotify:album:2O7R7SK5zDsGeI1JpNihNE,0.543,0.729,6,-5.357,0,0.0498,0.00265,0.01,0.427,0.282,174.982,spotify:track:1uWTlK72KKpzsCHhu62OV5,292586,4,29,2013-04
I Loved You (feat. Melissa Steel),3yh9WHZs15IKNBXYaFAZH5,spotify:track:3yh9WHZs15IKNBXYaFAZH5,Blonde,I Loved You (feat. Melissa Steel),spotify:album:0Fuq38dhyTw57Kyq2ctmxN,0.647,0.792,10,-6.391,0,0.0504,0.16,0.0,0.0624,0.351,122.432,spotify:track:3yh9WHZs15IKNBXYaFAZH5,184704,4,52,2014-10
Sunshine (feat. Dan Harkna) - Radio Edit,51MsIjtqDtQa36mYh1VaqZ,spotify:track:51MsIjtqDtQa36mYh1VaqZ,TIEKS,Sunshine (feat. Dan Harkna) [Radio Edit],spotify:album:6zXxLhGvIqsm9ThiY81lmQ,0.613,0.822,4,-3.995,1,0.0398,0.183,0.0,0.478,0.576,116.981,spotify:track:51MsIjtqDtQa36mYh1VaqZ,180646,4,49,2015-10
My Love (feat. Jess Glynne),61UQzeiIluhpzpMdY4ag3q,spotify:track:61UQzeiIluhpzpMdY4ag3q,Route 94,My Love (feat. Jess Glynne),spotify:album:63WK5Kd7J5kp7ctAC4l92Q,0.814,0.622,8,-7.573,1,0.0492,0.000132,0.72,0.0658,0.726,119.976,spotify:track:61UQzeiIluhpzpMdY4ag3q,259934,4,4,2014-02
Here with Me - Lobster Boy Mix,5Fia4B2GiqJIGpxCWFH1rw,spotify:track:5Fia4B2GiqJIGpxCWFH1rw,Redlight,"Templates, Vol. 1",spotify:album:72xX54AP2mdEtRRCBWsFKA,0.665,0.695,11,-7.1,1,0.0443,0.0247,0.0181,0.349,0.346,124.019,spotify:track:5Fia4B2GiqJIGpxCWFH1rw,387607,4,0,2016-07
Changed the Way You Kiss Me - Radio Edit,1PAYgOjp1c9rrZ2kVQg2vN,spotify:track:1PAYgOjp1c9rrZ2kVQg2vN,Example,Playing In The Shadows,spotify:album:0oxZteBM3NJPbNnBMLjPhN,0.578,0.857,4,-3.78,0,0.041,0.00548,0.00162,0.0948,0.188,126.979,spotify:track:1PAYgOjp1c9rrZ2kVQg2vN,195466,4,39,2011-09
Break My Stride,1mCsF9Tw4AkIZOjvZbZZdT,spotify:track:1mCsF9Tw4AkIZOjvZbZZdT,Matthew Wilder,I Don't Speak The Language,spotify:album:2coqGqbnSCAy740mClWesA,0.917,0.588,10,-11.047,1,0.0607,0.195,0.0,0.0914,0.828,110.077,spotify:track:1mCsF9Tw4AkIZOjvZbZZdT,184480,4,69,1983-03
I'm Still Standing,0lzpfrTARexLFXEACKSXTh,spotify:track:0lzpfrTARexLFXEACKSXTh,Elton John,Rocket Man (Deluxe Edition),spotify:album:1vsWzNT3lzLt7RNLUdUVZB,0.489,0.927,10,-6.298,0,0.17,0.455,0.00165,0.305,0.79,177.354,spotify:track:0lzpfrTARexLFXEACKSXTh,181786,4,1,2007-03
Dreams - 2004 Remaster,0ofHAoxe9vBkTCp2UQIavz,spotify:track:0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Rumours (Super Deluxe),spotify:album:0BwWUstDMUbgq2NYONRqlu,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,spotify:track:0ofHAoxe9vBkTCp2UQIavz,257800,4,84,1977-02
Don't Go Breaking My Heart,0bV4WoGRzmYV6y7OojZvqr,spotify:track:0bV4WoGRzmYV6y7OojZvqr,Elton John,Rocket Man (Deluxe Edition),spotify:album:1vsWzNT3lzLt7RNLUdUVZB,0.73,0.858,5,-8.221,1,0.036,0.179,1.54e-06,0.0611,0.765,131.445,spotify:track:0bV4WoGRzmYV6y7OojZvqr,275386,4,0,2007-03
Hooked On A Feeling,5ni9NhoYAAvjTE27GwepS7,spotify:track:5ni9NhoYAAvjTE27GwepS7,Blue Swede,Reservoir Dogs (Soundtrack),spotify:album:594mndqdosD7SgLYBRPkCp,0.541,0.692,8,-11.033,1,0.114,0.303,0.0,0.316,0.874,118.212,spotify:track:5ni9NhoYAAvjTE27GwepS7,173706,4,0,1992-01
Know Your Worth,0TrPqhAMoaKUFLR7iYDokf,spotify:track:0TrPqhAMoaKUFLR7iYDokf,Khalid,Know Your Worth,spotify:album:0uLz2ygHQAtLknyGasJOr5,0.79,0.694,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007,spotify:track:0TrPqhAMoaKUFLR7iYDokf,181436,4,61,2020-02
Fly Away,1jgu8MFTEGdL1wjw9gZj5y,spotify:track:1jgu8MFTEGdL1wjw9gZj5y,Tones And I,Fly Away,spotify:album:4SWYpB2IBlwzeyLEroUxso,0.805,0.515,4,-6.201,1,0.0915,0.223,0.0,0.238,0.488,124.969,spotify:track:1jgu8MFTEGdL1wjw9gZj5y,178156,4,45,2020-11
Treehouse (feat. Shotty Horroh),6S1IgeHxxOT9qVWnmsdGxe,spotify:track:6S1IgeHxxOT9qVWnmsdGxe,James Arthur,Treehouse (feat. Shotty Horroh),spotify:album:6HX5s1KDSkOQNkt5YkwMi2,0.691,0.733,6,-5.02,1,0.0368,0.184,0.0,0.341,0.797,153.976,spotify:track:6S1IgeHxxOT9qVWnmsdGxe,219933,4,41,2019-09
Never Seen the Rain,2grAr8pWMuLWn8ZYEE9wDV,spotify:track:2grAr8pWMuLWn8ZYEE9wDV,Tones And I,Never Seen the Rain,spotify:album:1BYByciKxjYwhRSrWlEjWu,0.491,0.461,6,-5.646,0,0.0424,0.44,0.0,0.232,0.32,87.808,spotify:track:2grAr8pWMuLWn8ZYEE9wDV,200755,4,51,2019-07
Better Days,2K0r5GD5zYlEMx2M7ZMcqG,spotify:track:2K0r5GD5zYlEMx2M7ZMcqG,OneRepublic,Better Days,spotify:album:3ETKNL7BaU8N2gh1GH4HXQ,0.626,0.726,5,-5.015,1,0.0376,0.235,0.0,0.304,0.257,89.132,spotify:track:2K0r5GD5zYlEMx2M7ZMcqG,144530,4,53,2020-03
Wild (feat. Gary Clark Jr.),4rVW6XqAsSaf5vOwc8FREW,spotify:track:4rVW6XqAsSaf5vOwc8FREW,John Legend,Bigger Love,spotify:album:7BRuKFs9BFuba9TlMs2ZLd,0.557,0.585,8,-6.201,1,0.0431,0.036,0.0,0.176,0.305,63.392,spotify:track:4rVW6XqAsSaf5vOwc8FREW,196906,4,54,2020-06
Could You Be Loved,0SKIIZLCSAqGD4VIVdkH1S,spotify:track:0SKIIZLCSAqGD4VIVdkH1S,Bob Marley & The Wailers,Marley OST,spotify:album:3oUCB0n85axmIbdLAR4FpF,0.91,0.754,0,-8.131,1,0.0995,0.303,8.53e-05,0.0748,0.755,103.327,spotify:track:0SKIIZLCSAqGD4VIVdkH1S,235706,4,0,2012-01
Dreadlock Holiday,1UsgKG7BCAAagteGjwCDb6,spotify:track:1UsgKG7BCAAagteGjwCDb6,10cc,The Very Best Of (Blank),spotify:album:7Hs1nUV2uju01J6E9OIt02,0.807,0.493,7,-11.183,0,0.0477,0.181,0.000866,0.167,0.905,105.038,spotify:track:1UsgKG7BCAAagteGjwCDb6,268250,4,0,2009-01
"Roots, Rock, Reggae",5sQRDaNIhmioAaxPTW4DHQ,spotify:track:5sQRDaNIhmioAaxPTW4DHQ,Bob Marley & The Wailers,Marley OST,spotify:album:3oUCB0n85axmIbdLAR4FpF,0.822,0.479,11,-10.579,0,0.149,0.104,1.21e-05,0.0497,0.801,139.304,spotify:track:5sQRDaNIhmioAaxPTW4DHQ,217480,4,0,2012-01
One Love,6Vy8uPRN1rRj3JY6Kulzb3,spotify:track:6Vy8uPRN1rRj3JY6Kulzb3,Bob Marley & The Wailers,Marley OST,spotify:album:3oUCB0n85axmIbdLAR4FpF,0.723,0.55,10,-8.719,1,0.322,0.0297,0.0,0.0427,0.903,76.578,spotify:track:6Vy8uPRN1rRj3JY6Kulzb3,172813,4,0,2012-01
Jamming,4zn0kScuV9Oj28d4g9CQQs,spotify:track:4zn0kScuV9Oj28d4g9CQQs,Bob Marley & The Wailers,Exodus (Deluxe Edition),spotify:album:1vHvJVBK0WnpbYFw4f4UTD,0.934,0.467,11,-10.99,0,0.307,0.102,3.98e-05,0.109,0.73,123.583,spotify:track:4zn0kScuV9Oj28d4g9CQQs,211000,4,1,1977-06
What Is House,3c8RqLFFygEfoeWttbzxvl,spotify:track:3c8RqLFFygEfoeWttbzxvl,Calippo,What Is House,spotify:album:3cmdA3owDW7o5m7O1hcphi,0.727,0.793,5,-4.351,1,0.104,0.207,0.739,0.0752,0.577,124.007,spotify:track:3c8RqLFFygEfoeWttbzxvl,196451,4,30,2017-06
Passionfruit,5mCPDVBb16L4XQwDdbRUpz,spotify:track:5mCPDVBb16L4XQwDdbRUpz,Drake,More Life,spotify:album:1lXY618HWkwYKJWBRYR4MK,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,spotify:track:5mCPDVBb16L4XQwDdbRUpz,298940,4,80,2017-03
Fake Love,343YBumqHu19cGoGARUTsd,spotify:track:343YBumqHu19cGoGARUTsd,Drake,More Life,spotify:album:1lXY618HWkwYKJWBRYR4MK,0.928,0.481,9,-9.35,0,0.287,0.105,0.0,0.176,0.613,134.007,spotify:track:343YBumqHu19cGoGARUTsd,210937,4,68,2017-03
What's Luv? (feat. Ja-Rule & Ashanti),2mKouqwAIdQnMP43zxR89r,spotify:track:2mKouqwAIdQnMP43zxR89r,Fat Joe,Jealous Ones Still Envy (J.O.S.E),spotify:album:6vMgb2mih3pPiWUxF8VEdI,0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,spotify:track:2mKouqwAIdQnMP43zxR89r,267093,4,72,2001-12
Let Me Blow Ya Mind,4YA5g2UpNLmdql8fdrhlwY,spotify:track:4YA5g2UpNLmdql8fdrhlwY,Eve,Scorpion,spotify:album:2epkTConsXtPOHY9QhvqeR,0.905,0.544,8,-4.354,0,0.117,0.258,0.0,0.0618,0.882,90.026,spotify:track:4YA5g2UpNLmdql8fdrhlwY,230106,4,57,2001-01
Levels - Radio Edit,0JhKJg5ejeQ8jq89UQtnw8,spotify:track:0JhKJg5ejeQ8jq89UQtnw8,Avicii,Levels,spotify:album:4mkvtXQd6rD7zuAHhexEvb,0.62,0.881,1,-5.851,0,0.0372,0.0585,0.714,0.311,0.415,126.035,spotify:track:0JhKJg5ejeQ8jq89UQtnw8,199903,4,13,2011-10
Don't You Worry Child - Radio Edit,2V65y3PX4DkRhy1djlxd9p,spotify:track:2V65y3PX4DkRhy1djlxd9p,Swedish House Mafia,Don't You Worry Child,spotify:album:3RKhRsifs4RWrqvWV1YpPY,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042,spotify:track:2V65y3PX4DkRhy1djlxd9p,212862,4,78,2012-09
Need U (100%) (feat. A*M*E),08ES6fbMwR0D1tIrm8MAKg,spotify:track:08ES6fbMwR0D1tIrm8MAKg,Duke Dumont,Need U (100%) [Remixes] (feat. A*M*E),spotify:album:26fxjOkjJc8rTXAj0Uu8GA,0.621,0.84,5,-5.52,0,0.064,0.000607,0.00188,0.656,0.496,123.266,spotify:track:08ES6fbMwR0D1tIrm8MAKg,171213,4,0,2013-03
Take Care,124NFj84ppZ5pAxTuVQYCQ,spotify:track:124NFj84ppZ5pAxTuVQYCQ,Drake,Take Care (Deluxe),spotify:album:6X1x82kppWZmDzlXXK3y3q,0.629,0.515,0,-10.358,0,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,spotify:track:124NFj84ppZ5pAxTuVQYCQ,277386,4,73,2011-11
World Hold On - Vintage Culture & Dubdogz Remix (Radio Edit),2uMwI4HrjwdavQ1QqU8EbX,spotify:track:2uMwI4HrjwdavQ1QqU8EbX,Bob Sinclar,World Hold On (Vintage Culture & Dubdogz Remix),spotify:album:2KG2xcochWXuRPeehaJ9yD,0.604,0.894,11,-3.796,1,0.199,0.0829,0.000564,0.201,0.669,122.884,spotify:track:2uMwI4HrjwdavQ1QqU8EbX,172073,4,0,2018-05
Sugar (feat. Francesco Yates) - EDX's Ibiza Sunrise Remix,3ImDU8TdDKkEl1Kg1DfEU3,spotify:track:3ImDU8TdDKkEl1Kg1DfEU3,Robin Schulz,Sugar (feat. Francesco Yates) [The Remixes],spotify:album:4N6BmXSKDxz3Bqne1s9ZQE,0.84,0.822,5,-4.664,0,0.0827,0.00279,0.0056,0.0638,0.649,123.007,spotify:track:3ImDU8TdDKkEl1Kg1DfEU3,324385,4,26,2015-09
On My Mind,5Xc74Dn1ZKH6H8XaVGOHXG,spotify:track:5Xc74Dn1ZKH6H8XaVGOHXG,Disciples,On My Mind,spotify:album:13biMJo399EhkSRUTQnjDI,0.741,0.893,0,-2.549,0,0.0384,0.0435,3.19e-05,0.0371,0.733,122.056,spotify:track:5Xc74Dn1ZKH6H8XaVGOHXG,185845,4,54,2017-02
All Cried Out (feat. Alex Newell) - Radio Edit,6n7rJUcwmQDestMYXoSoZF,spotify:track:6n7rJUcwmQDestMYXoSoZF,Blonde,All Cried Out (feat. Alex Newell) [Radio Edit],spotify:album:4glrp7UJjimZral416kQ1d,0.657,0.757,0,-5.257,0,0.0584,0.428,0.0,0.0728,0.672,122.056,spotify:track:6n7rJUcwmQDestMYXoSoZF,170716,4,55,2015-04
Girls Like You (feat. Cardi B) - Cardi B Version,6FRLCMO5TUHTexlWo8ym1W,spotify:track:6FRLCMO5TUHTexlWo8ym1W,Maroon 5,Girls Like You (feat. Cardi B),spotify:album:75iQSBSaztFIAun9qLLCnb,0.779,0.541,0,-6.824,1,0.0658,0.566,0.0,0.13,0.447,124.939,spotify:track:6FRLCMO5TUHTexlWo8ym1W,235545,4,60,2018-05
Breathe (feat. Sean Paul) - Rap Version,1BPybPVkDfUjFDvqG04l58,spotify:track:1BPybPVkDfUjFDvqG04l58,Blu Cantrell,Bittersweet,spotify:album:6AnYRqJHyeEzt2zviudTMH,0.8,0.663,2,-3.832,1,0.0324,0.048,0.0,0.252,0.472,91.934,spotify:track:1BPybPVkDfUjFDvqG04l58,228000,4,72,2003-06
Unforgettable,3B54sVLJ402zGa6Xm4YGNe,spotify:track:3B54sVLJ402zGa6Xm4YGNe,French Montana,Jungle Rules,spotify:album:4c2p3TdN7NcQfCXyueCNnC,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,spotify:track:3B54sVLJ402zGa6Xm4YGNe,233901,4,83,2017-07
One Dance,1zi7xx7UVEFkmKfv06H8x0,spotify:track:1zi7xx7UVEFkmKfv06H8x0,Drake,Views,spotify:album:40GMAhriYJRO1rsY4YdrZb,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,spotify:track:1zi7xx7UVEFkmKfv06H8x0,173986,4,84,2016-05
I Took A Pill In Ibiza - Seeb Remix,1MtUq6Wp1eQ8PC6BbPCj8P,spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P,Mike Posner,"At Night, Alone.",spotify:album:1Tz3Ai1guEFf4hV3d9i17K,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P,197933,4,62,2016-05
Faded,7gHs73wELdeycvS48JfIos,spotify:track:7gHs73wELdeycvS48JfIos,Alan Walker,Faded,spotify:album:5HMjpBO0v78ayq5lreAyDd,0.589,0.651,6,-5.097,1,0.0306,0.0291,3.2e-06,0.111,0.166,90.011,spotify:track:7gHs73wELdeycvS48JfIos,212626,4,68,2015-12
Hotline Bling,0wwPcA6wtMf6HUMpIRdeP7,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,Drake,Views,spotify:album:40GMAhriYJRO1rsY4YdrZb,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,267066,4,75,2016-05
Stereo Love - UK Radio Edit,6TyXieyAu2z51H6VMPKRI4,spotify:track:6TyXieyAu2z51H6VMPKRI4,Edward Maya,Stereo Love,spotify:album:1g9MChpxVdgoyA7kMbcnfj,0.803,0.873,9,-2.976,1,0.0371,0.0323,0.0322,0.0836,0.728,127.085,spotify:track:6TyXieyAu2z51H6VMPKRI4,155755,4,49,2010-01
One - Radio Edit,41KPpw0EZCytxNkmEMJVgr,spotify:track:41KPpw0EZCytxNkmEMJVgr,Swedish House Mafia,One (Your Name),spotify:album:5aLY2ivPGXvFX770ihBnmd,0.802,0.781,0,-6.564,1,0.0368,0.0075,0.825,0.147,0.622,125.026,spotify:track:41KPpw0EZCytxNkmEMJVgr,169920,4,57,2010-07
I Got U,4r8hRPbidDIoDPphxi78aY,spotify:track:4r8hRPbidDIoDPphxi78aY,Duke Dumont,I Got U,spotify:album:5F47pY1Lmj3DXPg1mzLjkE,0.653,0.756,0,-7.794,1,0.0366,0.00364,0.00651,0.089,0.42,120.82,spotify:track:4r8hRPbidDIoDPphxi78aY,285596,4,0,2014-01
How Deep Is Your Love,22mek4IiqubGD9ctzxc69s,spotify:track:22mek4IiqubGD9ctzxc69s,Calvin Harris,How Deep Is Your Love,spotify:album:3cG32DOXJoYlOHMmJIaQsm,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,spotify:track:22mek4IiqubGD9ctzxc69s,212640,4,74,2015-07
Faded,62oUgHSx7RPfgVWv1AYOpY,spotify:track:62oUgHSx7RPfgVWv1AYOpY,ZHU,Faded,spotify:album:5MZoqG3Ga2XGOYG5p7JoCy,0.862,0.476,9,-7.195,0,0.0489,0.00904,0.123,0.122,0.596,124.976,spotify:track:62oUgHSx7RPfgVWv1AYOpY,223484,4,0,2014-01
Stand By Me,3SdTKo2uVsxFblQjpScoHy,spotify:track:3SdTKo2uVsxFblQjpScoHy,Ben E. King,Don't Play That Song (Mono),spotify:album:18Fj7coTfyMi7mEPXIweN7,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,spotify:track:3SdTKo2uVsxFblQjpScoHy,180055,4,74,1962-08
Five More Hours,3MOECVkNshqHYTPt5DZcdN,spotify:track:3MOECVkNshqHYTPt5DZcdN,Deorro,Good Evening,spotify:album:1J6b7W1nSHH7BObK8zIoEY,0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,127.961,spotify:track:3MOECVkNshqHYTPt5DZcdN,211975,4,70,2017-03
Bad,1T4U8Q2DRfs6OUg8DEsRZf,spotify:track:1T4U8Q2DRfs6OUg8DEsRZf,Don Diablo,Bad,spotify:album:7HwVfo5rkhtch7svEwFj00,0.791,0.738,0,-5.197,1,0.0732,0.406,0.00826,0.159,0.666,123.927,spotify:track:1T4U8Q2DRfs6OUg8DEsRZf,169910,4,54,2020-03
Alors On Danse - DubDogz Remix,19eIZmuXlBmLTha1lPHef7,spotify:track:19eIZmuXlBmLTha1lPHef7,Stromae,Alors On Danse (DubDogz Remix),spotify:album:1hOCJ4eNjtYKIH9ZmNGc8p,0.789,0.752,1,-4.274,0,0.164,0.027,2.69e-05,0.613,0.739,122.98,spotify:track:19eIZmuXlBmLTha1lPHef7,168576,4,69,2019-05
Addicted to Your Love,01OhisHVEv7mns8Z1U8zCf,spotify:track:01OhisHVEv7mns8Z1U8zCf,Million Dollar Weekends,Addicted to Your Love,spotify:album:78R7ex8YkTyJ0j14rGDezg,0.819,0.788,4,-3.158,1,0.0547,0.0432,0.000634,0.139,0.75,117.981,spotify:track:01OhisHVEv7mns8Z1U8zCf,191946,4,33,2016-06
Truths & Rights,3l8jrocAE9zn2W7CAz0on9,spotify:track:3l8jrocAE9zn2W7CAz0on9,Protoje,A Matter of Time,spotify:album:6IrsO9ceICH0nOGQvgLcO0,0.686,0.78,8,-6.195,1,0.157,0.07,3.92e-05,0.0856,0.777,170.053,spotify:track:3l8jrocAE9zn2W7CAz0on9,233430,4,22,2018-06
